country,date,ypred,yerr,ytrue
AUS,2020-06-03,0.15681793,5.076737829944939,NA
AUS,2020-06-04,0.1662128,5.064978407505634,NA
AUS,2020-06-05,0.16744769,5.063695209632972,NA
AUS,2020-06-06,0.16310813,5.058465311276289,NA
AUS,2020-06-07,0.15188906,5.048865969011247,NA
AUS,2020-06-08,0.13706952,5.044420956977813,NA
AUS,2020-06-09,0.12054655,5.031811301865556,NA
AUS,2020-06-10,0.09898354,5.009562512576985,NA
AUS,2020-06-11,0.07672091,4.99287254377405,NA
AUS,2020-06-12,0.05777085,4.967414482081905,NA
AUS,2020-06-13,0.044668436,4.9406670164391935,NA
AUS,2020-06-14,0.040442295,4.908572102023015,NA
AUS,2020-06-15,0.03781894,4.883540434389268,NA
AUS,2020-06-16,0.034689456,4.858428087742759,NA
AUS,2020-06-17,0.030098662,4.835013285934904,NA
AUS,2020-06-18,0.02849169,4.819859503945101,NA
AUS,2020-06-19,0.023906633,4.80619043482816,NA
AUS,2020-06-20,0.021695137,4.801308076834143,NA
AUS,2020-06-21,0.020413622,4.798017395290995,NA
AUS,2020-06-22,0.015966736,4.792366578827006,NA
AUS,2020-06-23,0.017138094,4.7934741812013035,NA
AUS,2020-06-24,0.021139264,4.793871370187208,NA
AUS,2020-06-25,0.029837407,4.79309780082955,NA
AUS,2020-06-26,0.041847393,4.791860966009471,NA
AUS,2020-06-27,0.05757782,4.791842347775757,NA
AUS,2020-06-28,0.07953644,4.793887067913673,NA
AUS,2020-06-29,0.0991306,4.795978881230984,NA
AUS,2020-06-30,0.12533727,4.800912713165269,NA
AUS,2020-07-01,0.15436849,4.82212654769737,NA
AUS,2020-07-02,0.21800822,4.851948577346781,NA
AUS,2020-07-03,0.30245188,4.894598935088741,NA
AUS,2020-07-04,0.41153246,4.968170528396067,NA
AUS,2020-07-05,0.52615607,5.062935512684748,NA
AUS,2020-07-06,0.637767,5.161292720890069,NA
AUS,2020-07-07,0.7536126,5.267119856512285,NA
AUS,2020-07-08,0.87455636,5.391009234281201,NA
AUS,2020-07-09,0.9982381,5.517888846409995,NA
AUS,2020-07-10,1.132286,5.646123938965869,NA
AUS,2020-07-11,1.3022863,5.7856040796217645,NA
AUS,2020-07-12,1.4698118,5.86565408813485,NA
AUS,2020-07-13,1.6583843,5.947551317483117,NA
AUS,2020-07-14,1.8744966,6.051960546835798,NA
AUS,2020-07-15,2.0150821,6.090778468939865,NA
AUS,2020-07-16,2.3002856,6.223521364435033,NA
AUS,2020-07-17,2.658111,6.407689281702682,NA
AUS,2020-07-18,2.9918005,6.579125247617009,NA
AUS,2020-07-19,3.157463,6.659333328584963,NA
AUS,2020-07-20,3.3352118,6.747323101118675,NA
AUS,2020-07-21,3.4078166,6.782922624234013,NA
AUS,2020-07-22,3.3266704,6.7207910228856,NA
AUS,2020-07-23,3.390884,6.738114011634821,NA
AUS,2020-07-24,3.4986217,6.777027580351302,NA
AUS,2020-07-25,3.6423886,6.844906009839525,NA
AUS,2020-07-26,3.6612446,6.8357056818774184,NA
AUS,2020-07-27,3.8534539,6.923974362853439,NA
AUS,2020-07-28,3.9998877,6.97935959245597,NA
AUS,2020-07-29,4.089096,7.003642880107084,NA
AUS,2020-07-30,4.364514,7.153809521851574,NA
AUS,2020-07-31,4.489412,7.204086784275081,NA
AUS,2020-08-01,4.7870536,7.355095992360994,NA
AUS,2020-08-02,4.8993893,7.419461051628309,NA
AUS,2020-08-03,4.911672,7.422337751268869,NA
AUS,2020-08-04,5.0224743,7.485999698415915,NA
AUS,2020-08-05,5.259941,7.616968385757134,NA
AUS,2020-08-06,5.4881315,7.72372679812847,NA
AUS,2020-08-07,5.6964564,7.821545537809701,NA
AUS,2020-08-08,5.9345727,7.929913879802214,NA
AUS,2020-08-09,6.4384146,8.189557196040326,NA
AUS,2020-08-10,7.168151,8.578864463006033,NA
AUS,2020-08-11,7.3541884,8.66608906264043,NA
AUS,2020-08-12,7.667603,8.835820912574789,NA
AUS,2020-08-13,7.84632,8.931203949210104,NA
AUS,2020-08-14,7.387312,8.68739708353132,NA
AUS,2020-08-15,7.1651897,8.570931635190123,NA
AUS,2020-08-16,6.850193,8.41854686818979,NA
AUS,2020-08-17,6.228498,8.089047208928866,NA
AUS,2020-08-18,5.925246,7.94029482281985,NA
AUS,2020-08-19,5.5860744,7.7775539371135,NA
AUS,2020-08-20,5.2202506,7.601594835596821,NA
AUS,2020-08-21,4.904607,7.456229507770179,NA
AUS,2020-08-22,4.6509147,7.35298446561975,NA
AUS,2020-08-23,4.350637,7.218952896300828,NA
AUS,2020-08-24,3.9930875,7.040313499256103,NA
AUS,2020-08-25,3.8068044,6.97145523958574,NA
AUS,2020-08-26,3.459891,6.797644171150921,NA
AUS,2020-08-27,3.2293448,6.683271996380659,NA
AUS,2020-08-28,3.0676687,6.600496789540571,NA
AUS,2020-08-29,2.8715487,6.489251747907498,NA
AUS,2020-08-30,2.7805805,6.449748236726659,NA
AUS,2020-08-31,2.627183,6.370969744057238,NA
AUS,2020-09-01,2.448305,6.27597513488608,NA
AUS,2020-09-02,2.3093998,6.208170448205902,NA
AUS,2020-09-03,2.140378,6.123005171245668,NA
AUS,2020-09-04,1.9780682,6.034237448593424,NA
AUS,2020-09-05,1.8927163,5.996530779497716,NA
AUS,2020-09-06,1.7664324,5.927619220570053,NA
AUS,2020-09-07,1.6429855,5.853360942995735,NA
AUS,2020-09-08,1.582273,5.8242427555934055,NA
AUS,2020-09-09,1.5115265,5.788534443583031,NA
AUS,2020-09-10,1.4655324,5.770418172052219,NA
AUS,2020-09-11,1.4104373,5.741167101570046,NA
AUS,2020-09-12,1.3768109,5.731390703553015,NA
AUS,2020-09-13,1.3322774,5.718661672706943,NA
